"","Wormbase.ID","Sequence.ID","Category.1","Category.2","Category.3","Automated.Description"
"229","WBGene00006967","F55G1.16","Non-coding RNA","Non-coding RNA: ncRNA","Non-coding RNA: ncRNA","yrn-1 is affected by cep-1 and elli-1 based on RNA-seq and tiling array studies."
"230","WBGene00007083","AH10.2","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","AH10.2 is enriched in GABAergic neurons, the DA neuron, the I5 neuron, the SAB, and the retrovesicular ganglion based on tiling array and microarray studies\; is affected by several genes including csr-1, drh-3, and mir-34 based on RNA-seq, tiling array, and microarray studies\; is affected by methylmercuric chloride and Atrazine based on microarray studies."
"231","WBGene00007127","B0250.10","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srbc","srbc-78 is affected by rsr-2 based on tiling array studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class bc (Srbc)."
"232","WBGene00007139","B0285.7","Proteolysis general","Proteolysis general: metallopeptidase","Proteolysis general: metallopeptidase","mnp-1 is expressed in the Z1, the Z4, the body wall musculature, the intestine, and the neuroblast\; is predicted to encode a protein with the following domain: Peptidase M1, alanine aminopeptidase\/leukotriene A4 hydrolase."
"233","WBGene00007148","B0334.10","Unassigned","Unassigned","Unassigned","B0334.10 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including clk-1, sir-2.1, and lin-15B based on microarray and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, Chlorpyrifos, and Diazinon based on microarray studies."
"234","WBGene00007169","B0393.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","B0393.4 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including let-60, dpy-10, and eat-2 based on microarray and RNA-seq studies\; is affected by five chemicals including methylmercuric chloride, D-glucose, and stavudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Maelstrom domain."
"235","WBGene00007182","B0462.3","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-119 is affected by several genes including daf-2, clk-1, and pgl-1 based on microarray and RNA-seq studies\; is affected by eight chemicals including Mercuric Chloride, Rotenone, and Alovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: F-box associated domain, type 2."
"236","WBGene00007259","C02B4.3","Unassigned","Unassigned","Unassigned","C02B4.3 is affected by daf-12, eri-1, and eat-2 based on tiling array and microarray studies\; is affected by Atrazine, fluoranthene, and paraquat based on microarray studies."
"237","WBGene00007265","C02F4.5","Unassigned","Unassigned","Unassigned","C02F4.5 is affected by several genes including clk-1, sir-2.1, and lin-39 based on RNA-seq and microarray studies."
"238","WBGene00007294","C04B4.6","Unassigned","Unassigned","Unassigned","C04B4.6 is affected by rsr-2 based on tiling array studies\; is affected by Atrazine and dibromoacetic acid based on microarray studies\; is predicted to encode a protein with the following domain: Ubiquitin-like domain superfamily."
"239","WBGene00007300","C04F12.6","Pseudogene","Pseudogene","Pseudogene","C04F12.6 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including age-1, daf-12, and hsf-1 based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride, Chlorpyrifos, and Colistin based on microarray studies."
"240","WBGene00007341","C05D12.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C05D12.4 is enriched in the OLL, the PVD, and the intestine based on microarray and RNA-seq studies\; is affected by several genes including daf-2, hsf-1, and elt-2 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including 1-methylnicotinamide, methylmercuric chloride, and Rotenone based on RNA-seq and microarray studies."
"241","WBGene00007373","C06B8.11","Pseudogene","Pseudogene","Pseudogene","C06B8.11 is enriched in the NSM based on tiling array studies."
"242","WBGene00007383","C06C6.9","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","C06C6.9 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including clk-1, sir-2.1, and isp-1 based on microarray, tiling array, and RNA-seq studies\; is affected by seven chemicals including Chlorpyrifos, Diazinon, and Hydrolyzable Tannins based on microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF1179."
"243","WBGene00007401","C07A9.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C07A9.5 is predicted to have metal ion binding activity."
"244","WBGene00007438","C08E8.2","Metabolism","Metabolism: unassigned","Metabolism: unassigned","C08E8.2 is an ortholog of human APMAP\; is predicted to have strictosidine synthase activity."
"245","WBGene00007441","C08E8.5","Unassigned","Unassigned","Unassigned","C08E8.5 is enriched in the AFD, the ASER, the PLM, and the intestine based on RNA-seq studies\; is affected by rsr-2 and mir-34 based on tiling array and microarray studies\; is affected by Mercuric Chloride and Tunicamycin based on microarray studies."
"246","WBGene00007442","C08E8.6","Unassigned","Unassigned","Unassigned","C08E8.6 is enriched in the ASER based on RNA-seq studies\; is affected by tryptophan based on microarray studies."
"247","WBGene00007447","C08F8.5","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxb-9 is affected by several genes including daf-2, pgl-1, and csr-1 based on microarray, tiling array, and RNA-seq studies."
"248","WBGene00007458","C08F11.11","Proteolysis general","Proteolysis general: unassigned","Proteolysis general: unassigned","ule-4 is enriched in several tissues, including the alimentary system, the epithelial system, the germ line, and the nervous system based on proteomic, tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, proteomic, and RNA-seq studies\; is affected by fourteen chemicals including Heme, Ethanol, and Rotenone based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF1505."
"249","WBGene00007461","C08F11.14","Pseudogene","Pseudogene","Pseudogene","C08F11.14 is enriched in the male based on RNA-seq studies\; is affected by several genes including clk-1, eat-2, and npr-1 based on microarray and RNA-seq studies\; is affected by eight chemicals including hydrogen sulfide, methylmercuric chloride, and multi-walled carbon nanotube based on microarray and RNA-seq studies."
"250","WBGene00007535","C12D8.4","Unassigned","Unassigned","Unassigned: TransThyretin-Related family domain","ttr-19 is enriched in dopaminergic neurons based on tiling array studies\; is affected by several genes including sir-2.1, rrf-1, and prg-1 based on tiling array, microarray, and RNA-seq studies\; is affected by fluoranthene and single-walled carbon nanotube based on microarray studies\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
"251","WBGene00007536","C12D8.5","Metabolism","Metabolism: lipid","Metabolism: lipid: sterol","daf-36 is predicted to have 2 iron, 2 sulfur cluster binding activity, metal ion binding activity, and oxidoreductase activity\; localizes to the cytoplasm\; is expressed in the hmc, the intestine, the nervous system, and the seam cell."
"252","WBGene00007543","C12D8.16","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","fipr-7 is enriched in the CEM, the HOB, the IL2 neuron, the germ line, and the ray neuron type B based on RNA-seq studies\; is affected by several genes including daf-16, daf-12, and clk-1 based on RNA-seq and microarray studies\; is affected by six chemicals including methylmercury hydroxide, manganese chloride, and multi-walled carbon nanotube based on RNA-seq studies."
"253","WBGene00007544","C12D8.17","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","fipr-6 is affected by several genes including daf-16, skn-1, and daf-12 based on RNA-seq and microarray studies\; is affected by D-glucose and Zidovudine based on RNA-seq studies."
"254","WBGene00007552","C13C12.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C13C12.2 is enriched in several tissues, including the alimentary system, the hypodermis, the nervous system, and the somatic gonad precursor based on microarray, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, let-60, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by thirteen chemicals including Ethanol, D-glucose, and Alovudine based on RNA-seq and microarray studies."
"255","WBGene00007555","C14A4.1","Metabolism","Metabolism: nucleotide","Metabolism: nucleotide","dohh-1 is an ortholog of human DOHH\; is predicted to have cofactor binding activity, deoxyhypusine monooxygenase activity, and iron ion binding activity\; is expressed in the head and the intestine."
"256","WBGene00007576","C14B1.5","Unassigned","Unassigned","Unassigned","dph-1 is an ortholog of human DPH1 (diphthamide biosynthesis 1)\; is predicted to have transferase activity."
"257","WBGene00007586","C14C10.3","Unassigned","Unassigned","Unassigned","ril-2 is enriched in the body wall muscle cell, the coelomocyte, the excretory cell, the intestine, and the reproductive system based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including Cry5B, Alovudine, and stavudine based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Batten's disease protein Cln3."
"258","WBGene00007592","C14H10.2","Signaling","Signaling: Janus","Signaling: Janus","C14H10.2 is an ortholog of human JAKMIP1, JAKMIP2, and JAKMIP3\; human JAKMIP1 exhibits GABA receptor binding activity and RNA binding activity."
"259","WBGene00007633","C16D2.1","Unassigned","Unassigned","Unassigned","C16D2.1 is enriched in several tissues, including the Z1.p, the Z4.a, the body wall musculature, the coelomocyte, and the reproductive system based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-16, dpy-10, and eat-2 based on microarray, tiling array, and RNA-seq studies\; is affected by eleven chemicals including methylmercuric chloride, D-glucose, and Cadmium based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: SKP1-like, dimerisation domain superfamily."
"260","WBGene00007642","C17E4.2","Unassigned","Unassigned","Unassigned","C17E4.2 is expressed in the head, the intestine, and the vulval muscle."
"261","WBGene00007657","C17H1.4","Unassigned","Unassigned","Unassigned: ALS2cr12 domain","pals-3 is enriched in the excretory cell based on tiling array studies\; is affected by several genes including hsf-1, elt-2, and lin-35 based on microarray, tiling array, and RNA-seq studies\; is affected by methylmercuric chloride, Mercuric Chloride, and multi-walled carbon nanotube based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 12 protein."
"262","WBGene00007658","C17H1.5","Unassigned","Unassigned","Unassigned: ALS2cr12 domain","pals-4 is enriched in dopaminergic neurons based on tiling array studies\; is affected by several genes including daf-2, hsf-1, and elt-2 based on microarray and RNA-seq studies\; is affected by D-glucose, resveratrol, and Sirolimus based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domain: Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 12 protein."
"263","WBGene00007659","C17H1.6","Stress response","Stress response: pathogen","Stress response: pathogen: unassigned","pals-5 is involved in innate immune response."
"264","WBGene00007688","C18E9.8","Unassigned","Unassigned","Unassigned","C18E9.8 is enriched in the amphid sheath cell, the germ line, and the male based on RNA-seq studies\; is affected by several genes including daf-2, age-1, and dpy-10 based on microarray, RNA-seq, and tiling array studies\; is affected by thirteen chemicals including Ethanol, methylmercury hydroxide, and nicotinic acid based on RNA-seq and microarray studies."
"265","WBGene00007699","C24H11.1","Signaling","Signaling: phosphatase","Signaling: phosphatase: unassigned","C24H11.1 is an ortholog of human PPP1CC (protein phosphatase 1 catalytic subunit gamma), PPP3CA (protein phosphatase 3 catalytic subunit alpha), and PPP3CC (protein phosphatase 3 catalytic subunit gamma)\; is predicted to have phosphoprotein phosphatase activity."
"266","WBGene00007714","C25D7.1","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C25D7.1 is enriched in the male based on RNA-seq studies\; is affected by several genes including age-1, dpy-10, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by twelve chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Major sperm protein (MSP) domain, PapD-like superfamily, and Immunoglobulin-like fold."
"267","WBGene00007715","C25D7.2","Pseudogene","Pseudogene","Pseudogene","C25D7.2 is enriched in the germ line and the male based on proteomic and RNA-seq studies\; is affected by several genes including clk-1, pgl-1, and glh-1 based on microarray and RNA-seq studies\; is affected by methylmercuric chloride based on microarray studies."
"268","WBGene00007728","C25F9.9","Unassigned","Unassigned","Unassigned","C25F9.9 is enriched in the intestine based on tiling array, RNA-seq, and microarray studies\; is affected by several genes including daf-12, elt-2, and isp-1 based on microarray and RNA-seq studies\; is affected by tryptophan and Cry5B based on microarray studies."
"269","WBGene00007792","C28D4.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C28D4.4 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including dpy-10, hsf-1, and clk-1 based on proteomic, microarray, RNA-seq, and tiling array studies\; is affected by thirteen chemicals including Ethanol, methylmercuric chloride, and multi-walled carbon nanotube based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Domain of unknown function DUF1248 and Acyl-CoA N-acyltransferase."
"270","WBGene00007804","C29F3.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C29F3.3 is enriched in the excretory cell and the hypodermis based on tiling array and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including Ethanol, manganese chloride, and D-glucose based on RNA-seq and microarray studies."
"271","WBGene00007805","C29F3.4","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-231 is predicted to have carbohydrate binding activity."
"272","WBGene00007829","C31A11.1","Metabolism","Metabolism: lipid","Metabolism: lipid: o-acyl transferase","oac-5 is predicted to have transferase activity, transferring acyl groups other than amino-acyl groups."
"273","WBGene00007842","C31E10.1","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned","C31E10.1 is affected by several genes including rrf-3, sir-2.1, and drh-3 based on tiling array, RNA-seq, and microarray studies\; is affected by resveratrol, allantoin, and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"274","WBGene00007865","C32H11.2","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srz","srz-15 is affected by several genes including npr-1, eri-1, and drh-3 based on RNA-seq and microarray studies\; is affected by Tunicamycin, resveratrol, and Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class z (Srz)."
"275","WBGene00007887","C33A12.12","Unassigned","Unassigned","Unassigned","gadr-2 is an ortholog of human ZYG11A (zyg-11 A, cell cycle regulator) and ZYG11B (zyg-11 B, cell cycle regulator)\; is predicted to encode a protein with the following domains: Armadillo-type fold and Leucine-rich repeat domain superfamily."
"276","WBGene00007888","C33A12.15","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","ttr-9 is enriched in the male based on RNA-seq studies\; is affected by several genes including age-1, rrf-3, and hsf-1 based on microarray, tiling array, and RNA-seq studies\; is affected by ten chemicals including methylmercuric chloride, Tunicamycin, and manganese chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: Transthyretin-like and Transthyretin-like superfamily."
"277","WBGene00007960",NA,NA,NA,NA,NA
"278","WBGene00008001",NA,NA,NA,NA,NA
"279","WBGene00008013","C38D9.5","Pseudogene","Pseudogene","Pseudogene","C38D9.5 is enriched in the germ line based on RNA-seq studies\; is affected by several genes including daf-16, let-7, and gld-1 based on RNA-seq, proteomic, and microarray studies\; is affected by Atrazine, paraquat, and Sirolimus based on microarray studies."
"280","WBGene00008015","C38D9.7","Proteolysis proteasome","Proteolysis proteasome: E3","Proteolysis proteasome: E3: F box","fbxa-174 is enriched in the DA neuron, the VA neuron, the body wall muscle cell, and the intestine based on tiling array and RNA-seq studies\; is affected by several genes including pgl-1, lin-15B, and dpy-21 based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domains: F-box domain and Domain of unknown function DUF38, Caenorhabditis species."
"281","WBGene00008047","C40H5.4","Unassigned","Unassigned","Unassigned","lact-7 is affected by several genes including daf-16, daf-12, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including D-glucose, stavudine, and resveratrol based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: Beta-lactamase-related and Beta-lactamase\/transpeptidase-like."
"282","WBGene00008087","C44C10.6","Pseudogene","Pseudogene","Pseudogene","C44C10.6 is affected by clk-1 and sir-2.1 based on microarray studies\; is affected by resveratrol and Sirolimus based on microarray studies."
"283","WBGene00008090","C44C10.10","Unassigned","Unassigned","Unassigned: membrane spanning domain","C44C10.10 is enriched in the NSM based on tiling array studies\; is affected by several genes including let-60, sir-2.1, and dpy-21 based on RNA-seq and microarray studies\; is predicted to encode a protein with the following domains: P-loop containing nucleoside triphosphate hydrolase and Rad50\/SbcC-type AAA domain."
"284","WBGene00008104","B0395.t1","Non-coding RNA","Non-coding RNA: tRNA","Non-coding RNA: tRNA","B0395.t1 is affected by daf-12 based on tiling array studies."
"285","WBGene00008112","C46C2.4","Pseudogene","Pseudogene","Pseudogene","C46C2.4 is affected by several genes including let-60, pgl-1, and glh-1 based on RNA-seq and microarray studies."
"286","WBGene00008154","C47E12.11","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C47E12.11 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including hsf-1, eat-2, and sir-2.1 based on microarray and RNA-seq studies\; is affected by eleven chemicals including Ethanol, methylmercuric chloride, and manganese chloride based on RNA-seq and microarray studies."
"287","WBGene00008158","C47F8.2","Transcription factor","Transcription factor: NHR","Transcription factor: NHR","nhr-165 is predicted to have DNA-binding activity transcription factor activity, sequence-specific DNA binding activity, and zinc ion binding activity\; is expressed in the hyp7 syncytium and the seam cell."
"288","WBGene00008159","C47F8.3","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","C47F8.3 is an ortholog of human B3GALT1 (beta-1,3-galactosyltransferase 1), B3GALT5 (beta-1,3-galactosyltransferase 5), and B3GALT2 (beta-1,3-galactosyltransferase 2)\; is predicted to have galactosyltransferase activity."
"289","WBGene00008160","C47F8.4","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","glct-4 is an ortholog of human B3GAT1 (beta-1,3-glucuronyltransferase 1), B3GAT2 (beta-1,3-glucuronyltransferase 2), and B3GAT3 (beta-1,3-glucuronyltransferase 3)\; is predicted to have galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity and metal ion binding activity."
"290","WBGene00008175","C48B4.12","Unassigned","Unassigned","Unassigned","C48B4.12 is enriched in the germ line and the male based on proteomic, RNA-seq, and microarray studies\; is affected by several genes including clk-1, sir-2.1, and sma-2 based on microarray and RNA-seq studies\; is affected by Alovudine, stavudine, and Sirolimus based on RNA-seq and microarray studies."
"291","WBGene00008186","C49A1.3","Transmembrane transport","Transmembrane transport: chloride channel","Transmembrane transport: chloride channel","best-11 is an ortholog of human BEST2 (bestrophin 2) and BEST4 (bestrophin 4)\; is predicted to have chloride channel activity\; human orthologs of this gene are implicated in bestrophinopathy, retinitis pigmentosa 50, and vitelliform macular dystrophy."
"292","WBGene00008295","C54C8.9","Neuronal function","Neuronal function: synaptic function","Neuronal function: synaptic function: neuropeptide","nlp-39 is affected by several genes including daf-16, daf-2, and age-1 based on microarray and RNA-seq studies\; is affected by seventeen chemicals including tryptophan, 1-methylnicotinamide, and methylmercuric chloride based on microarray and RNA-seq studies."
"293","WBGene00008313","C54G4.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","C54G4.3 is enriched in the germ line and the male based on proteomic and RNA-seq studies\; is affected by several genes including rrf-3, daf-12, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by nine chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies."
"294","WBGene00008367","D1053.2","Transcription: chromatin","Transcription: chromatin modification","Transcription: chromatin modification: methyltransferase","D1053.2 is an ortholog of human DOT1L (DOT1 like histone lysine methyltransferase)\; is predicted to have histone-lysine N-methyltransferase activity."
"295","WBGene00008377","D1054.10","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","D1054.10 is enriched in several tissues, including the alimentary system, the body wall musculature, the germ line, and the nervous system based on Chronogram, tiling array, and RNA-seq studies\; is affected by several genes including daf-16, daf-2, and daf-12 based on microarray, RNA-seq, proteomic, and tiling array studies\; is affected by twelve chemicals including Heme, Ethanol, and manganese chloride based on microarray and RNA-seq studies."
"296","WBGene00008383","D1081.5","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","D1081.5 is enriched in the male based on RNA-seq studies\; is affected by several genes including dpy-10, clk-1, and eat-2 based on tiling array, microarray, and RNA-seq studies\; is affected by eight chemicals including methylmercuric chloride, manganese chloride, and D-glucose based on microarray and RNA-seq studies."
"297","WBGene00008394","D1086.7","Transmembrane protein","Transmembrane protein: unassigned","Transmembrane protein: unassigned","D1086.7 is enriched in the germ line and the hypodermis based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, glp-1, and hsf-1 based on microarray, RNA-seq, and tiling array studies\; is affected by nine chemicals including Ethanol, 1-methylnicotinamide, and Rotenone based on RNA-seq and microarray studies."
"298","WBGene00008460","E02H4.2","Unassigned","Unassigned","Unassigned","E02H4.2 is affected by several genes including skn-1, pgl-1, and isp-1 based on tiling array and RNA-seq studies\; is affected by four chemicals including Rotenone, multi-walled carbon nanotube, and resveratrol based on RNA-seq and microarray studies."
"299","WBGene00008464","E02H4.6","Signaling","Signaling: casein kinase","Signaling: casein kinase","E02H4.6 is an ortholog of human VRK1, VRK2, and VRK3\; is predicted to have ATP binding activity and protein kinase activity."
"300","WBGene00008471","E03H4.3","Protein modification","Protein modification: carbohydrate","Protein modification: carbohydrate","E03H4.3 is an ortholog of human C1GALT1C1 and C1GALT1C1L\; is predicted to have glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity and metal ion binding activity."
"301","WBGene00008497","F01D5.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F01D5.7 is an ortholog of human ABHD17A (abhydrolase domain containing 17A) and ABHD17C (abhydrolase domain containing 17C)\; human ABHD17A exhibits palmitoyl-(protein) hydrolase activity."
"302","WBGene00008523","F02D10.2","Unassigned","Unassigned","Unassigned","F02D10.2 is affected by rsr-2 and mir-34 based on tiling array and microarray studies."
"303","WBGene00008527","F02D10.7","Protein modification","Protein modification: methyltransferase","Protein modification: methyltransferase","set-8 is predicted to have metal ion binding activity."
"304","WBGene00008536","F02H6.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F02H6.3 is enriched in the NSM, the cephalic sheath cell, the germ line, the hypodermis, and the pharyngeal muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including glp-1, skn-1, and rrf-3 based on microarray, tiling array, and RNA-seq studies\; is affected by eleven chemicals including hydrogen sulfide, Rotenone, and Mianserin based on microarray and RNA-seq studies."
"305","WBGene00008552","F07B10.6","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: srsx","srsx-31 is an ortholog of human OR2L8, OR4N2, and OR5M10 and members of the human OR2 (Olfactory receptors, family 2), OR5 (Olfactory receptors, family 5), and OR8 (Olfactory receptors, family 8) gene families including OR2L3, OR2T33, and OR5H1\; is predicted to have G protein-coupled receptor activity."
"306","WBGene00008556","F07D3.3","Nucleic acid","Nucleic acid: binding","Nucleic acid: binding: unassigned","F07D3.3 is predicted to have nucleic acid binding activity."
"307","WBGene00008634","F10A3.4","Unassigned","Unassigned","Unassigned","F10A3.4 is expressed in tail neurons and the intestine\; is predicted to encode a protein with the following domain: CUB-like domain."
"308","WBGene00008637","F10A3.12","Transmembrane protein","Transmembrane protein: seven transmembrane receptor","Transmembrane protein: seven transmembrane receptor: unassigned","F10A3.12 is enriched in the FLP based on microarray studies\; is affected by rsr-2 and mir-34 based on tiling array and microarray studies\; is affected by resveratrol and Microcystin-LR based on microarray studies\; is predicted to encode a protein with the following domain: 7TM GPCR, serpentine receptor class r (Str)."
"309","WBGene00008696","F11D11.1","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-255 is predicted to have carbohydrate binding activity."
"310","WBGene00008700","F11D11.5","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-254 is predicted to have carbohydrate binding activity."
"311","WBGene00008701","F11D11.6","Unassigned","Unassigned","Unassigned","F11D11.6 is affected by several genes including clk-1, dpy-21, and hpl-2 based on tiling array, microarray, and RNA-seq studies\; is affected by methylmercuric chloride based on microarray studies\; is predicted to encode a protein with the following domain: PAN-3 domain."
"312","WBGene00008703","F11D11.8","Stress response","Stress response: C-type Lectin","Stress response: C-type Lectin","clec-251 is predicted to have carbohydrate binding activity."
"313","WBGene00008725","F13A7.7","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F13A7.7 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including let-60, hsf-1, and eat-2 based on microarray, RNA-seq, and tiling array studies\; is affected by eight chemicals including hydrogen sulfide, Ethanol, and methylmercuric chloride based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Papain-like cysteine peptidase superfamily."
"314","WBGene00008751","F13E9.2","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","fipr-14 is enriched in the coelomocyte based on tiling array studies\; is affected by several genes including rrf-3, sir-2.1, and hpl-2 based on tiling array, RNA-seq, and microarray studies\; is affected by Sirolimus based on microarray studies\; is predicted to encode a protein with the following domain: Fungus-induced protein."
"315","WBGene00008758","F13E9.9","Unassigned","Unassigned","Unassigned","F13E9.9 is enriched in the germ line and the male based on RNA-seq studies\; is affected by several genes including skn-1, hsf-1, and clk-1 based on microarray and RNA-seq studies\; is affected by Sodium Chloride based on RNA-seq studies."
"316","WBGene00008759","F13E9.10","Unassigned","Unassigned","Unassigned","F13E9.10 is enriched in the germ line and the male based on proteomic and RNA-seq studies\; is affected by several genes including hpl-2, emb-4, and hrp-2 based on tiling array and RNA-seq studies\; is affected by five chemicals including tryptophan, stavudine, and Zidovudine based on microarray and RNA-seq studies\; is predicted to encode a protein with the following domain: Domain of unknown function DUF148."
"317","WBGene00008782","F14B6.1","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","sdz-14 is enriched in dopaminergic neurons, the hypodermis, and the pharyngeal muscle cell based on tiling array studies\; is affected by several genes including sir-2.1, pgl-1, and lin-28 based on microarray, tiling array, and RNA-seq studies\; is affected by six chemicals including Mercuric Chloride, Rotenone, and stavudine based on microarray and RNA-seq studies."
"318","WBGene00008792","F14D7.5","Unassigned","Unassigned","Unassigned","F14D7.5 is enriched in dopaminergic neurons and the amphid sheath cell based on tiling array and RNA-seq studies\; is affected by several genes including daf-2, clk-1, and hsp-6 based on microarray, RNA-seq, and tiling array studies\; is affected by Tunicamycin based on microarray studies\; is predicted to encode a protein with the following domain: Protein of unknown function DUF4473."
"319","WBGene00008817","F14F8.9","Unassigned","Unassigned","Unassigned","F14F8.9 is affected by several genes including clk-1, sir-2.1, and prg-1 based on tiling array and microarray studies\; is affected by Diazinon, Sirolimus, and allantoin based on microarray studies\; is predicted to encode a protein with the following domains: Smr domain and Smr domain superfamily."
"320","WBGene00008822","F14H3.3","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F14H3.3 is enriched in the BAG, the germ line, and the hypodermis based on tiling array and RNA-seq studies\; is affected by several genes including dpy-10, hsf-1, and sir-2.1 based on microarray, tiling array, and RNA-seq studies\; is affected by eleven chemicals including Tunicamycin, D-glucose, and Zidovudine based on microarray and RNA-seq studies."
"321","WBGene00008823","F14H3.4","Unassigned","Unassigned","Unassigned: regulated by multiple stresses","F14H3.4 is enriched in the AB, the germ line, the intestine, and the pharyngeal muscle cell based on tiling array and RNA-seq studies\; is affected by several genes including glp-1, skn-1, and dpy-10 based on microarray, tiling array, and RNA-seq studies\; is affected by eight chemicals including Rotenone, D-glucose, and Zidovudine based on RNA-seq and microarray studies."
